"id","site","date","obs","frcs","forecastor"
2469,"STOCKHOLM",1158494400,17.1,20,"JC"
2469,"STOCKHOLM",1158580800,18.4,20,"RC"
2469,"STOCKHOLM",1158667200,18.9,14,"JA"
2469,"STOCKHOLM",1158753600,18.4,17,"JK"
2469,"STOCKHOLM",1158840000,20.2,17,"ML"
2469,"STOCKHOLM",1158926400,21.4,19,"ML"
2469,"STOCKHOLM",1159012800,21.3,22,"JC"
2469,"STOCKHOLM",1159099200,20.7,20,"PZ"
2469,"STOCKHOLM",1159185600,16.2,21,"PB"
2469,"STOCKHOLM",1159272000,21.8,23,"LU"
2469,"STOCKHOLM",1159358400,20.6,17,"PZ"
2469,"STOCKHOLM",1159444800,15.5,17,"JC"
2469,"STOCKHOLM",1159531200,18.6,17,"RC"
2469,"STOCKHOLM",1159617600,13.6,15,"PV"
2469,"STOCKHOLM",1159704000,16.7,18,"PB"
2469,"STOCKHOLM",1159790400,14.8,16,"LX"
2469,"STOCKHOLM",1159876800,15.7,15,"LU"
2469,"STOCKHOLM",1159963200,13.4,15,"RC"
2469,"STOCKHOLM",1160049600,14.5,14,"LU"
2469,"STOCKHOLM",1160136000,14.4,13,"JK"
2469,"STOCKHOLM",1160222400,14.8,13,"PV"
2469,"STOCKHOLM",1160308800,15.7,14,"RC"
2469,"STOCKHOLM",1160395200,12,10,"JA"
2469,"STOCKHOLM",1160481600,15.6,12,"JC"
2469,"STOCKHOLM",1160568000,11.8,13,"JK"
2469,"STOCKHOLM",1160654400,NA,13,"PB"
2469,"STOCKHOLM",1160740800,11.5,13,"PV"
2469,"STOCKHOLM",1160827200,12.7,12,"LU"
2469,"STOCKHOLM",1160913600,14.1,13,"PZ"
2469,"STOCKHOLM",1.161e+09,11.5,10,"JA"
2469,"STOCKHOLM",1161086400,11,12,"RC"
2469,"STOCKHOLM",1161172800,9.5,9,"JA"
2469,"STOCKHOLM",1161259200,10.2,13,"PZ"
2469,"STOCKHOLM",1161345600,10,9,"JK"
2469,"STOCKHOLM",1161432000,11.1,10,"JA"
2469,"STOCKHOLM",1161518400,14.4,13,"JC"
2469,"STOCKHOLM",1161604800,13.2,11,"LX"
2469,"STOCKHOLM",1161691200,10.8,12,"JC"
2469,"STOCKHOLM",1161777600,5.1,7,"PB"
2469,"STOCKHOLM",1161864000,11.1,8,"JK"
2469,"STOCKHOLM",1161950400,11.3,9,"JA"
2469,"STOCKHOLM",1162036800,6.1,4,"PV"
2469,"STOCKHOLM",1162123200,4.3,0,"PZ"
2469,"STOCKHOLM",1162209600,6.4,1,"JC"
2469,"STOCKHOLM",1162296000,11.1,6,"LU"
2469,"STOCKHOLM",1162382400,0.5,-2,"RC"
2469,"STOCKHOLM",1162468800,-1.3,-3,"AS"
2469,"STOCKHOLM",1162555200,1.2,-1,"0"
2469,"STOCKHOLM",1162641600,2.3,0,"PV"
2469,"STOCKHOLM",1162728000,2.9,1,"JK"
2469,"STOCKHOLM",1162814400,8.6,8,"RC"
2469,"STOCKHOLM",1162900800,11.8,3,"PV"
2469,"STOCKHOLM",1162987200,6.3,4,"AS"
2469,"STOCKHOLM",1163073600,3.5,0,"LU"
2469,"STOCKHOLM",1163160000,3.1,2,"PV"
2469,"STOCKHOLM",1163246400,5,3,"MV"
2469,"STOCKHOLM",1163332800,3.3,2,"JK"
2469,"STOCKHOLM",1163419200,1.7,3,"RC"
2469,"STOCKHOLM",1163505600,6.7,1,"LX"
2469,"STOCKHOLM",1163592000,6.6,6,"RC"
2469,"STOCKHOLM",1163678400,7.9,8,"RC"
2469,"STOCKHOLM",1163764800,9.1,5,"JK"
2469,"STOCKHOLM",1163851200,9,8,"JC"
2469,"STOCKHOLM",1163937600,6.3,4,"JK"
2469,"STOCKHOLM",1164024000,5.2,6,"RC"
2469,"STOCKHOLM",1164110400,5.9,5,"JA"
2469,"STOCKHOLM",1164196800,7.3,5,"PB"
2469,"STOCKHOLM",1164283200,6.4,3,"JC"
2469,"STOCKHOLM",1164369600,7.5,6,"PV"
2469,"STOCKHOLM",1164456000,8,8,"JA"
2469,"STOCKHOLM",1164542400,9.2,6,"JK"
2469,"STOCKHOLM",1164628800,8.9,4,"LU"
2469,"STOCKHOLM",1164715200,7.6,9,"LU"
2469,"STOCKHOLM",1164801600,7.9,7,"JC"
2469,"STOCKHOLM",1164888000,10.6,8,"JA"
2469,"STOCKHOLM",1164974400,8.4,6,"LU"
2469,"STOCKHOLM",1165060800,7.3,7,"LU"
2469,"STOCKHOLM",1165147200,6.2,7,"LU"
2469,"STOCKHOLM",1165233600,7.1,6,"RC"
2469,"STOCKHOLM",1165320000,9.8,5,"JK"
2469,"STOCKHOLM",1165406400,9.1,7,"PB"
2469,"STOCKHOLM",1165492800,6.3,7,"JA"
2469,"STOCKHOLM",1165579200,7.9,5,"LX"
2469,"STOCKHOLM",1165665600,8.6,7,"PZ"
2469,"STOCKHOLM",1165752000,4.2,5,"RC"
2469,"STOCKHOLM",1165838400,5.5,4,"JK"
2469,"STOCKHOLM",1165924800,5.2,4,"PV"
2469,"STOCKHOLM",1166011200,6.7,4,"JK"
2469,"STOCKHOLM",1166097600,11.8,8,"LX"
2469,"STOCKHOLM",1166184000,7.8,4,"LU"
2469,"STOCKHOLM",1166270400,5.3,0,"LU"
2469,"STOCKHOLM",1166356800,-0.4,1,"PV"
2469,"STOCKHOLM",1166443200,-1.9,-3,"PZ"
2469,"STOCKHOLM",1166529600,-0.3,-3,"LX"
2469,"STOCKHOLM",1166616000,4,1,"PV"
2469,"STOCKHOLM",1166702400,0.6,4,"RC"
2469,"STOCKHOLM",1166788800,5.4,0,"PZ"
2469,"STOCKHOLM",1166875200,4,0,"AS"
2469,"STOCKHOLM",1166961600,7.3,4,"RC"
2469,"STOCKHOLM",1167048000,0.8,0,"JC"
2469,"STOCKHOLM",1167134400,4.4,2,"LU"
2469,"STOCKHOLM",1167220800,3.4,0,"AS"
2469,"STOCKHOLM",1167307200,4,2,"AS"
2469,"STOCKHOLM",1167393600,2.7,-2,"PB"
2469,"STOCKHOLM",1167480000,4.8,4,"RC"
2469,"STOCKHOLM",1167566400,5.3,3,"JK"
2974,"HELSINKI",1157112000,21.7,20,"JA"
2974,"HELSINKI",1157198400,20.4,19,"JK"
2974,"HELSINKI",1157284800,21.2,18,"PV"
2974,"HELSINKI",1157371200,18.3,17,"JK"
2974,"HELSINKI",1157457600,18.4,18,"LU"
2974,"HELSINKI",1157544000,19.6,18,"PB"
2974,"HELSINKI",1157630400,18,17,"PZ"
2974,"HELSINKI",1157716800,17,16,"JK"
2974,"HELSINKI",1157803200,14.9,15,"LX"
2974,"HELSINKI",1157889600,18.9,17,"JC"
2974,"HELSINKI",1157976000,21.6,19,"LU"
2974,"HELSINKI",1158062400,22.5,21,"PZ"
2974,"HELSINKI",1158148800,23.6,21,"LX"
2974,"HELSINKI",1158235200,22.3,21,"RC"
2974,"HELSINKI",1158321600,14.3,12,"RC"
2974,"HELSINKI",1158408000,17,22,"PV"
2974,"HELSINKI",1158494400,18,18,"JC"
2974,"HELSINKI",1158580800,18,18,"RC"
2974,"HELSINKI",1158667200,16.6,19,"JA"
2974,"HELSINKI",1158753600,17.8,15,"JK"
2974,"HELSINKI",1158840000,20.7,15,"ML"
2974,"HELSINKI",1158926400,22.7,18,"ML"
2974,"HELSINKI",1159012800,22.9,21,"JC"
2974,"HELSINKI",1159099200,20.5,20,"PZ"
2974,"HELSINKI",1159185600,12.6,15,"PB"
2974,"HELSINKI",1159272000,14.7,21,"LU"
2974,"HELSINKI",1159358400,18.7,19,"PZ"
2974,"HELSINKI",1159444800,16.2,16,"JC"
2974,"HELSINKI",1159531200,12.1,14,"RC"
2974,"HELSINKI",1159617600,12.9,16,"PV"
2974,"HELSINKI",1159704000,12.4,11,"PB"
2974,"HELSINKI",1159790400,16.1,13,"LX"
2974,"HELSINKI",1159876800,13.6,12,"LU"
2974,"HELSINKI",1159963200,14.8,14,"RC"
2974,"HELSINKI",1160049600,15.2,14,"LU"
2974,"HELSINKI",1160136000,14.1,11,"JK"
2974,"HELSINKI",1160222400,12.7,12,"PV"
2974,"HELSINKI",1160308800,14.7,13,"RC"
2974,"HELSINKI",1160395200,12.6,9,"JA"
2974,"HELSINKI",1160481600,7.6,10,"JC"
2974,"HELSINKI",1160568000,12.7,12,"JK"
2974,"HELSINKI",1160654400,10.7,11,"PB"
2974,"HELSINKI",1160740800,10.8,13,"PV"
2974,"HELSINKI",1160827200,11.4,10,"LU"
2974,"HELSINKI",1160913600,7.3,7,"PZ"
2974,"HELSINKI",1.161e+09,9.8,8,"JA"
2974,"HELSINKI",1161086400,11,10,"RC"
2974,"HELSINKI",1161172800,NA,8,"JA"
2974,"HELSINKI",1161259200,5.1,4,"PZ"
2974,"HELSINKI",1161345600,4.7,7,"JK"
2974,"HELSINKI",1161432000,5.4,6,"JA"
2974,"HELSINKI",1161518400,12.2,11,"JC"
2974,"HELSINKI",1161604800,12.6,10,"LX"
2974,"HELSINKI",1161691200,14.2,12,"JC"
2974,"HELSINKI",1161777600,11,6,"PB"
2974,"HELSINKI",1161864000,NA,9,"JK"
2974,"HELSINKI",1161950400,13,9,"JA"
2974,"HELSINKI",1162036800,3,0,"PV"
2974,"HELSINKI",1162123200,1.1,0,"PZ"
2974,"HELSINKI",1162209600,3.2,0,"JC"
2974,"HELSINKI",1162296000,1.2,0,"LU"
2974,"HELSINKI",1162382400,-0.8,-4,"RC"
2974,"HELSINKI",1162468800,-3.9,-6,"AS"
2974,"HELSINKI",1162555200,-1.8,-6,"0"
2974,"HELSINKI",1162641600,-2.6,-4,"PV"
2974,"HELSINKI",1162728000,-5,-3,"JK"
2974,"HELSINKI",1162814400,0.5,1,"RC"
2974,"HELSINKI",1162900800,5.2,-2,"PV"
2974,"HELSINKI",1162987200,4.7,0,"AS"
2974,"HELSINKI",1163073600,-2.1,0,"LU"
2974,"HELSINKI",1163160000,0.3,-2,"PV"
2974,"HELSINKI",1163246400,1.9,0,"MV"
2974,"HELSINKI",1163332800,0.4,2,"JK"
2974,"HELSINKI",1163419200,-1.6,0,"RC"
2974,"HELSINKI",1163505600,2.3,0,"LX"
2974,"HELSINKI",1163592000,4,2,"RC"
2974,"HELSINKI",1163678400,1.9,3,"RC"
2974,"HELSINKI",1163764800,4.3,3,"JK"
2974,"HELSINKI",1163851200,7.1,6,"JC"
2974,"HELSINKI",1163937600,8,6,"JK"
2974,"HELSINKI",1164024000,5,6,"RC"
2974,"HELSINKI",1164110400,5.5,3,"JA"
2974,"HELSINKI",1164196800,7.3,3,"PB"
2974,"HELSINKI",1164283200,4.4,2,"JC"
2974,"HELSINKI",1164369600,6.8,4,"PV"
2974,"HELSINKI",1164456000,7.6,6,"JA"
2974,"HELSINKI",1164542400,8.5,6,"JK"
2974,"HELSINKI",1164628800,7.5,6,"LU"
2974,"HELSINKI",1164715200,6.2,8,"LU"
2974,"HELSINKI",1164801600,6.6,7,"JC"
2974,"HELSINKI",1164888000,7.2,7,"JA"
2974,"HELSINKI",1164974400,7.2,6,"LU"
2974,"HELSINKI",1165060800,6.7,5,"LU"
2974,"HELSINKI",1165147200,6.8,6,"LU"
2974,"HELSINKI",1165233600,5.9,5,"RC"
2974,"HELSINKI",1165320000,6.5,4,"JK"
2974,"HELSINKI",1165406400,9.1,7,"PB"
2974,"HELSINKI",1165492800,6.8,5,"JA"
2974,"HELSINKI",1165579200,7.6,4,"LX"
2974,"HELSINKI",1165665600,7.7,5,"PZ"
2974,"HELSINKI",1165752000,7.5,5,"RC"
2974,"HELSINKI",1165838400,6.7,5,"JK"
2974,"HELSINKI",1165924800,6.4,4,"PV"
2974,"HELSINKI",1166011200,5.7,4,"JK"
2974,"HELSINKI",1166097600,7.7,6,"LX"
2974,"HELSINKI",1166184000,6.2,3,"LU"
2974,"HELSINKI",1166270400,3.2,0,"LU"
2974,"HELSINKI",1166356800,0.4,-2,"PV"
2974,"HELSINKI",1166443200,-0.8,-3,"PZ"
2974,"HELSINKI",1166529600,-5,-1,"LX"
2974,"HELSINKI",1166616000,0.6,0,"PV"
2974,"HELSINKI",1166702400,2.8,4,"RC"
2974,"HELSINKI",1166788800,2.7,0,"PZ"
2974,"HELSINKI",1166875200,3.4,0,"AS"
2974,"HELSINKI",1166961600,5.3,0,"RC"
2974,"HELSINKI",1167048000,-3,-5,"JC"
2974,"HELSINKI",1167134400,2.8,2,"LU"
2974,"HELSINKI",1167220800,3.5,0,"AS"
2974,"HELSINKI",1167307200,3.9,0,"AS"
2974,"HELSINKI",1167393600,-2.5,-4,"PB"
2974,"HELSINKI",1167480000,3.5,1,"RC"
2974,"HELSINKI",1167566400,5.6,1,"JK"
3772,"LONDYN",1157112000,NA,22,"JA"
3772,"LONDYN",1157198400,19.2,19,"JK"
3772,"LONDYN",1157284800,26.6,23,"PV"
3772,"LONDYN",1157371200,24.7,18,"JK"
3772,"LONDYN",1157457600,25.7,25,"LU"
3772,"LONDYN",1157544000,26.5,24,"PB"
3772,"LONDYN",1157630400,21.3,21,"PZ"
3772,"LONDYN",1157716800,21.2,21,"JK"
3772,"LONDYN",1157803200,22.7,21,"LX"
3772,"LONDYN",1157889600,27.1,26,"JC"
3772,"LONDYN",1157976000,30.2,26,"LU"
3772,"LONDYN",1158062400,20.9,20,"PZ"
3772,"LONDYN",1158148800,24,20,"LX"
3772,"LONDYN",1158235200,20.6,20,"RC"
3772,"LONDYN",1158321600,22.4,16,"RC"
3772,"LONDYN",1158408000,21.3,19,"PV"
3772,"LONDYN",1158494400,24.1,22,"JC"
3772,"LONDYN",1158580800,21.2,20,"RC"
3772,"LONDYN",1158667200,NA,22,"JA"
3772,"LONDYN",1158753600,22.9,22,"JK"
3772,"LONDYN",1158840000,27.8,24,"ML"
3772,"LONDYN",1158926400,18.5,17,"ML"
3772,"LONDYN",1159012800,23.5,23,"JC"
3772,"LONDYN",1159099200,22.6,18,"PZ"
3772,"LONDYN",1159185600,19.7,17,"PB"
3772,"LONDYN",1159272000,21.3,19,"LU"
3772,"LONDYN",1159358400,19.9,18,"PZ"
3772,"LONDYN",1159444800,20.1,21,"JC"
3772,"LONDYN",1159531200,19.9,18,"RC"
3772,"LONDYN",1159617600,19.4,17,"PV"
3772,"LONDYN",1159704000,19.5,17,"PB"
3772,"LONDYN",1159790400,18.6,15,"LX"
3772,"LONDYN",1159876800,17.3,14,"LU"
3772,"LONDYN",1159963200,17.2,15,"RC"
3772,"LONDYN",1160049600,15.8,14,"LU"
3772,"LONDYN",1160136000,18.5,17,"JK"
3772,"LONDYN",1160222400,16.8,14,"PV"
3772,"LONDYN",1160308800,18.1,16,"RC"
3772,"LONDYN",1160395200,21,18,"JA"
3772,"LONDYN",1160481600,21.5,17,"JC"
3772,"LONDYN",1160568000,19.6,17,"JK"
3772,"LONDYN",1160654400,18.3,15,"PB"
3772,"LONDYN",1160740800,19.2,20,"PV"
3772,"LONDYN",1160827200,18.9,19,"LU"
3772,"LONDYN",1160913600,17.6,17,"PZ"
3772,"LONDYN",1.161e+09,19.5,18,"JA"
3772,"LONDYN",1161086400,17.3,16,"RC"
3772,"LONDYN",1161172800,18.6,17,"JA"
3772,"LONDYN",1161259200,17.8,15,"PZ"
3772,"LONDYN",1161345600,17.8,15,"JK"
3772,"LONDYN",1161432000,18.2,17,"JA"
3772,"LONDYN",1161518400,16.2,15,"JC"
3772,"LONDYN",1161604800,13.8,12,"LX"
3772,"LONDYN",1161691200,15.1,12,"JC"
3772,"LONDYN",1161777600,14.6,13,"PB"
3772,"LONDYN",1161864000,19.5,17,"JK"
3772,"LONDYN",1161950400,14.5,13,"JA"
3772,"LONDYN",1162036800,17.3,15,"PV"
3772,"LONDYN",1162123200,16.4,15,"PZ"
3772,"LONDYN",1162209600,16.9,16,"JC"
3772,"LONDYN",1162296000,14.6,13,"LU"
3772,"LONDYN",1162382400,10.2,8,"RC"
3772,"LONDYN",1162468800,9.7,6,"AS"
3772,"LONDYN",1162555200,11.8,7,"0"
3772,"LONDYN",1162641600,11.9,8,"PV"
3772,"LONDYN",1162728000,13.5,8,"JK"
3772,"LONDYN",1162814400,13,11,"RC"
3772,"LONDYN",1162900800,10.3,14,"PV"
3772,"LONDYN",1162987200,15,12,"AS"
3772,"LONDYN",1163073600,11.8,8,"LU"
3772,"LONDYN",1163160000,11.8,13,"PV"
3772,"LONDYN",1163246400,11.2,10,"MV"
3772,"LONDYN",1163332800,12.5,9,"JK"
3772,"LONDYN",1163419200,16.1,14,"RC"
3772,"LONDYN",1163505600,14.4,12,"LX"
3772,"LONDYN",1163592000,15,14,"RC"
3772,"LONDYN",1163678400,13.9,12,"RC"
3772,"LONDYN",1163764800,13.1,13,"JK"
3772,"LONDYN",1163851200,10.5,7,"JC"
3772,"LONDYN",1163937600,11.1,12,"JK"
3772,"LONDYN",1164024000,20.8,11,"RC"
3772,"LONDYN",1164110400,8.5,10,"JA"
3772,"LONDYN",1164196800,11.6,6,"PB"
3772,"LONDYN",1164283200,12.9,10,"JC"
3772,"LONDYN",1164369600,14.1,10,"PV"
3772,"LONDYN",1164456000,13.6,12,"JA"
3772,"LONDYN",1164542400,13.3,14,"JK"
3772,"LONDYN",1164628800,14.6,13,"LU"
3772,"LONDYN",1164715200,13.1,12,"LU"
3772,"LONDYN",1164801600,14,10,"JC"
3772,"LONDYN",1164888000,10.8,13,"JA"
3772,"LONDYN",1164974400,13.5,12,"LU"
3772,"LONDYN",1165060800,11.4,10,"LU"
3772,"LONDYN",1165147200,11,10,"LU"
3772,"LONDYN",1165233600,13.7,10,"RC"
3772,"LONDYN",1165320000,14.1,12,"JK"
3772,"LONDYN",1165406400,10.5,8,"PB"
3772,"LONDYN",1165492800,11.7,12,"JA"
3772,"LONDYN",1165579200,8.9,8,"LX"
3772,"LONDYN",1165665600,8.8,5,"PZ"
3772,"LONDYN",1165752000,10.1,8,"RC"
3772,"LONDYN",1165838400,12.7,8,"JK"
3772,"LONDYN",1165924800,11.2,7,"PV"
3772,"LONDYN",1166011200,12.9,11,"JK"
3772,"LONDYN",1166097600,13.4,11,"LX"
3772,"LONDYN",1166184000,12,11,"LU"
3772,"LONDYN",1166270400,8.3,6,"LU"
3772,"LONDYN",1166356800,8.9,6,"PV"
3772,"LONDYN",1166443200,8.4,3,"PZ"
3772,"LONDYN",1166529600,3.8,5,"LX"
3772,"LONDYN",1166616000,1.2,7,"PV"
3772,"LONDYN",1166702400,0.8,4,"RC"
3772,"LONDYN",1166788800,0.5,3,"PZ"
3772,"LONDYN",1166875200,5.5,2,"AS"
3772,"LONDYN",1166961600,7,2,"RC"
3772,"LONDYN",1167048000,6.4,4,"JC"
3772,"LONDYN",1167134400,7.2,6,"LU"
3772,"LONDYN",1167220800,5.9,2,"AS"
3772,"LONDYN",1167307200,11.5,7,"AS"
3772,"LONDYN",1167393600,10.4,8,"PB"
3772,"LONDYN",1167480000,13.1,11,"RC"
3772,"LONDYN",1167566400,12.7,10,"JK"
3969,"DUBLIN",1157112000,20.1,16,"JA"
3969,"DUBLIN",1157198400,21.1,16,"JK"
3969,"DUBLIN",1157284800,20,17,"PV"
3969,"DUBLIN",1157371200,18.2,16,"JK"
3969,"DUBLIN",1157457600,22.6,22,"LU"
3969,"DUBLIN",1157544000,18.4,14,"PB"
3969,"DUBLIN",1157630400,17.8,15,"PZ"
3969,"DUBLIN",1157716800,18.4,19,"JK"
3969,"DUBLIN",1157803200,17.9,17,"LX"
3969,"DUBLIN",1157889600,19.1,20,"JC"
3969,"DUBLIN",1157976000,18.6,22,"LU"
3969,"DUBLIN",1158062400,20.3,19,"PZ"
3969,"DUBLIN",1158148800,17.9,16,"LX"
3969,"DUBLIN",1158235200,17.9,16,"RC"
3969,"DUBLIN",1158321600,18.3,17,"RC"
3969,"DUBLIN",1158408000,18.4,16,"PV"
3969,"DUBLIN",1158494400,19.5,17,"JC"
3969,"DUBLIN",1158580800,17.4,16,"RC"
3969,"DUBLIN",1158667200,17.3,16,"JA"
3969,"DUBLIN",1158753600,19.9,16,"JK"
3969,"DUBLIN",1158840000,19.6,16,"ML"
3969,"DUBLIN",1158926400,17.9,16,"ML"
3969,"DUBLIN",1159012800,17.9,16,"JC"
3969,"DUBLIN",1159099200,17.4,16,"PZ"
3969,"DUBLIN",1159185600,19.1,17,"PB"
3969,"DUBLIN",1159272000,17.7,16,"LU"
3969,"DUBLIN",1159358400,19,17,"PZ"
3969,"DUBLIN",1159444800,16.9,15,"JC"
3969,"DUBLIN",1159531200,17.9,15,"RC"
3969,"DUBLIN",1159617600,16.3,14,"PV"
3969,"DUBLIN",1159704000,16,14,"PB"
3969,"DUBLIN",1159790400,16.5,14,"LX"
3969,"DUBLIN",1159876800,15.1,12,"LU"
3969,"DUBLIN",1159963200,15.5,13,"RC"
